entity1,entity1type,entity2,entit2type,relation
behavioral problems,problem,FXS,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,Fragile X syndrome,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,impairment,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,Fragile X syndrome,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,Fragile X syndrome,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioral symptoms,problem,FXS,problem,PIP
behavioural,problem,FXS,problem,PIP
behavioural abnormalities,problem,FXS,problem,PIP
behavioural abnormalities,problem,FXS,problem,PIP
block excitotoxic,problem,glutamate,problem,PIP
brain activity,problem,FXTAS,problem,PIP
brain development,problem,fragile X syndrome,problem,PIP
brain development,problem,FXS,problem,PIP
causative mutation,problem,fragile X syndrome,problem,PIP
causative mutation,problem,fragile X syndrome,problem,PIP
cerebellar ataxia,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
cerebellar ataxia,problem,FXTAS,problem,PIP
cerebellar ataxia,problem,neurodegenerative disorder,problem,PIP
cerebellar ataxia,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
cerebellar ataxia,problem,FXTAS,problem,PIP
cerebellar ataxia,problem,neurodegenerative disorder,problem,PIP
cerebellar ataxia,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
cerebellar ataxia,problem,FXTAS,problem,PIP
cerebellar ataxia,problem,neurodegenerative disorder,problem,PIP
clinical symptoms,problem,FXTAS,problem,PIP
cognitive decline,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
cognitive decline,problem,FXTAS,problem,PIP
cognitive decline,problem,neurodegenerative disorder,problem,PIP
cognitive decline,problem,FXTAS,problem,PIP
cognitive decline,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
cognitive decline,problem,FXTAS,problem,PIP
cognitive decline,problem,neurodegenerative disorder,problem,PIP
cognitive decline,problem,FXTAS,problem,PIP
cognitive decline,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
cognitive decline,problem,FXTAS,problem,PIP
cognitive decline,problem,neurodegenerative disorder,problem,PIP
cognitive decline,problem,FXTAS,problem,PIP
cognitive deficits,problem,fragile X-associated tremor/ataxia syndrome,problem,PIP
cognitive deficits,problem,FXTAS,problem,PIP
cognitive deficits,problem,Fragile X syndrome,problem,PIP
cognitive deficits,problem,FXS,problem,PIP
cognitive deficits,problem,fragile X-associated tremor/ataxia syndrome,problem,PIP
cognitive deficits,problem,FXTAS,problem,PIP
cognitive deficits,problem,X-associated tremor/ataxia syndrome,problem,PIP
cognitive deficits,problem,FXTAS,problem,PIP
cognitive deficits,problem,neurodegenerative disorder,problem,PIP
cognitive deficits,problem,Fragile X syndrome,problem,PIP
cognitive deficits,problem,FXS,problem,PIP
cognitive function,problem,fragile X syndrome,problem,PIP
cognitive function,problem,FXS,problem,PIP
cognitive functioning,problem,FXTAS,problem,PIP
cognitive functioning,problem,FXTAS,problem,PIP
cognitive functioning,problem,neurodegeneration,problem,PIP
cognitive symptoms,problem,X-associated tremor/ataxia syndrome,problem,PIP
cognitive symptoms,problem,FXTAS,problem,PIP
cognitive-behavioral impairments,problem,Disruption,problem,PIP
cognitive-behavioral impairments,problem,Disruption,problem,PIP
cognitive-behavioral impairments,problem,FRAX,problem,PIP
compulsive behavior,problem,FXS,problem,PIP
compulsive behavior,problem,FXS,problem,PIP
connections,problem,fragile X syndrome,problem,PIP
connections,problem,FXS,problem,PIP
core cognitive deficit,problem,FXTAS,problem,PIP
core cognitive deficit,problem,FXTAS,problem,PIP
Dementia,problem,Alzheimer disease,problem,PIP
Dementia,problem,moya-moya disease,problem,PIP
Dementia,problem,vascular dementia,problem,PIP
Dementia,problem,vascular dementia,problem,PIP
dementia,problem,Down,problem,PIP
dementia,problem,Williams,problem,PIP
dementia,problem,WS,problem,PIP
dementia,problem,Fragile X syndrome,problem,PIP
dementia,problem,FXS,problem,PIP
Dementia,problem,DS,problem,PIP
dementia,problem,X-associated tremor/ataxia syndrome,problem,PIP
dementia,problem,FXTAS,problem,PIP
dementia,problem,neurodegenerative disorder,problem,PIP
dendritic spines,problem,cognitive functions,problem,PIP
developmental disorders,problem,problem behaviors,problem,PIP
diabetes,problem,PC,problem,PIP
disabilities,problem,cognitive deficits,problem,PIP
disabilities,problem,attention-deficit/hyperactivity disorder,problem,PIP
disabilities,problem,autism,problem,PIP
disabilities,problem,socio-emotional problems,problem,PIP
disabilities,problem,Fragile X syndrome,problem,PIP
disabilities,problem,FXS,problem,PIP
disabilities,problem,Fragile X syndrome,problem,PIP
disabilities,problem,FXS,problem,PIP
disabled,problem,FXS,problem,PIP
disabled,problem,DS,problem,PIP
disabled,problem,WS,problem,PIP
disabled,problem,DS,problem,PIP
disabled,problem,FXS,problem,PIP
disabled,problem,WS,problem,PIP
disease,problem,mental retardation,problem,PIP
disorder,problem,disabilities,problem,PIP
disorder,problem,cognitive deficits,problem,PIP
disorder,problem,attention-deficit/hyperactivity disorder,problem,PIP
disorder,problem,autism,problem,PIP
disorder,problem,socio-emotional problems,problem,PIP
disorder,problem,fragile X syndrome,problem,PIP
disorder,problem,FXS,problem,PIP
Disruption,problem,fragile X,problem,PIP
Disruption,problem,fragile X,problem,PIP
Disruption,problem,mental retardation protein deficiency,problem,PIP
Disruption,problem,FRAX,problem,PIP
disturbed genes,problem,fragile X syndrome,problem,PIP
Down,problem,DS,problem,PIP
DS,problem,intellectually disabled,problem,PIP
DS,problem,intellectually disabled,problem,PIP
DS,problem,ID,problem,PIP
dynamic mutations,problem,Fragile X Mental Retardation Protein,problem,PIP
Dysregulated protein,problem,fragile X syndrome,problem,PIP
Dysregulated protein,problem,FXS,problem,PIP
EF,problem,fragile X syndrome,problem,PIP
EF,problem,FXS,problem,PIP
EF,problem,FXS,problem,PIP
emotion regulation,problem,fragile X syndrome,problem,PIP
emotion regulation,problem,FXS,problem,PIP
emotion regulation,problem,executive function,problem,PIP
emotion regulation,problem,EF,problem,PIP
ERK,problem,FXS,problem,PIP
ERK,problem,FXS,problem,PIP
ERK,problem,FXS,problem,PIP
executive function,problem,fragile X syndrome,problem,PIP
executive function,problem,FXS,problem,PIP
executive function/dysfunction,problem,core cognitive deficit,problem,PIP
executive function/dysfunction,problem,FXTAS,problem,PIP
executive function/dysfunction,problem,core cognitive deficit,problem,PIP
executive function/dysfunction,problem,FXTAS,problem,PIP
expansion,problem,Fragile X syndrome,problem,PIP
expansions,problem,Mutations,problem,PIP
expansions,problem,mental retardation,problem,PIP
Extracellular signal-related kinase,problem,ERK,problem,PIP
Extracellular signal-related kinase,problem,FXS,problem,PIP
Extracellular signal-related kinase,problem,FXS,problem,PIP
falls,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
falls,problem,FXTAS,problem,PIP
falls,problem,neurodegenerative disorder,problem,PIP
falls,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
falls,problem,FXTAS,problem,PIP
falls,problem,neurodegenerative disorder,problem,PIP
falls,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
falls,problem,FXTAS,problem,PIP
falls,problem,neurodegenerative disorder,problem,PIP
false discovery,problem,fragile X syndrome,problem,PIP
FMR1,problem,silencing,problem,PIP
FMR1,problem,FXS,problem,PIP
FMR1 gene,problem,Fragile X syndrome,problem,PIP
FMR1 gene,problem,FXS,problem,PIP
FMR1 gene,problem,fragile X syndrome,problem,PIP
FMR1 genes,problem,FXS,problem,PIP
FMR1 protein,problem,mGluR5 signaling,problem,PIP
FMR1 protein,problem,fragile X syndrome,problem,PIP
FMR1 protein,problem,FXS,problem,PIP
FMR1 protein,problem,mGluR5 signaling,problem,PIP
FMR1 protein,problem,behavioral deficits,problem,PIP
FMR1 protein,problem,fragile X syndrome,problem,PIP
FMR1 protein,problem,FXS,problem,PIP
FMR1 protein,problem,Fragile X syndrome,problem,PIP
FMR1 protein,problem,FXS,problem,PIP
FMR1 protein,problem,neurodevelopmental disorder,problem,PIP
FMRP,problem,fragile X,problem,PIP
FMRP,problem,matrix metallo-proteinase-9 activity,problem,PIP
FMRP,problem,MMP-9,problem,PIP
FMRP,problem,mental retardation protein,problem,PIP
FMRP,problem,matrix metallo-proteinase-9 activity,problem,PIP
FMRP,problem,MMP-9,problem,PIP
FMRP,problem,Fragile X syndrome,problem,PIP
FMRP,problem,FXS,problem,PIP
FMRP,problem,schizophrenia,problem,PIP
FMRP,problem,schizophrenia,problem,PIP
FMRP,problem,schizophrenia,problem,PIP
FMRP,problem,schizophrenia,problem,PIP
FMRP,problem,Fragile X syndrome,problem,PIP
FMRP,problem,FXS,problem,PIP
FMRP,problem,neurodevelopmental disorder,problem,PIP
FMRP,problem,schizophrenia,problem,PIP
FMRP,problem,pathogenesis,problem,PIP
FMRP,problem,schizophrenia,problem,PIP
FMRP,problem,Fragile X syndrome,problem,PIP
FMRP,problem,FXS,problem,PIP
FMRP,problem,neurodevelopmental disorder,problem,PIP
FMRP,problem,matrix metallo-proteinase-9 activity,problem,PIP
FMRP,problem,MMP-9,problem,PIP
fra(x,problem,Fragile X,problem,PIP
fra(X),problem,disorder,problem,PIP
fra(X) positive,problem,X-linked mental retardation,problem,PIP
fra(X) positive,problem,XLMR,problem,PIP
fra(X) positive,problem,X-linked mental retardation,problem,PIP
fra(X) positive,problem,XLMR,problem,PIP
fragile X,problem,fragile X,problem,PIP
fragile X,problem,fragile X,problem,PIP
fragile X,problem,fragile X,problem,PIP
fragile X,problem,disease,problem,PIP
fragile X,problem,FMRP,problem,PIP
fragile X,problem,matrix metallo-proteinase-9 activity,problem,PIP
fragile X,problem,MMP-9,problem,PIP
fragile X,problem,mental retardation protein function,test,PIP
fragile X,problem,mental retardation protein function,test,PIP
fragile X,problem,mental retardation protein deficiency,problem,PIP
fragile X,problem,cognitive-behavioral impairments,problem,PIP
fragile X,problem,ASD,problem,PIP
fragile X,problem,ASD,problem,PIP
fragile X,problem,mental retardation protein deficiency,problem,PIP
fragile X,problem,cognitive-behavioral impairments,problem,PIP
fragile X,problem,disrupts regulation,problem,PIP
fragile X,problem,neurodevelopmental disorder,problem,PIP
fragile X,problem,IQ,test,PIP
fragile X,problem,premature ovarian failure,problem,PIP
fragile X,problem,disease,problem,PIP
Fragile X Mental Retardation Protein,problem,Fragile X syndrome,problem,PIP
Fragile X Mental Retardation Protein,problem,FXS,problem,PIP
Fragile X Mental Retardation Protein,problem,FMRP,problem,PIP
Fragile X Mental Retardation Protein,problem,FMRP,problem,PIP
Fragile X Mental Retardation Protein,problem,schizophrenia,problem,PIP
Fragile X Mental Retardation Protein,problem,schizophrenia,problem,PIP
fragile X mental retardation-1,problem,FMR1,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,intellectual disability,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,cognitive function,problem,PIP
fragile X syndrome,problem,behavioral outcomes,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,problem behaviors,problem,PIP
fragile X syndrome,problem,aggression,problem,PIP
fragile X syndrome,problem,self-injury,problem,PIP
fragile X syndrome,problem,impairment,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,intellectual disability,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,intellectual disability,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,autism spectrum disorder,problem,PIP
fragile X syndrome,problem,ASD,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,developmental disability,problem,PIP
Fragile X syndrome,problem,autism,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,intellectual disability,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,mental retardation,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,developmental disability,problem,PIP
Fragile X syndrome,problem,autism,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,X-linked condition,problem,PIP
Fragile X syndrome,problem,intellectual disability,problem,PIP
Fragile X syndrome,problem,behavioral problems,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,disorder,problem,PIP
Fragile X syndrome,problem,disabilities,problem,PIP
Fragile X syndrome,problem,cognitive deficits,problem,PIP
Fragile X syndrome,problem,attention-deficit/hyperactivity disorder,problem,PIP
Fragile X syndrome,problem,autism,problem,PIP
Fragile X syndrome,problem,socio-emotional problems,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,mental retardation,problem,PIP
Fragile X syndrome,problem,intellectual disability,problem,PIP
Fragile X syndrome,problem,autistic spectrum disorder,problem,PIP
fragile X syndrome,problem,intellectual disability,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,intellectual disability,problem,PIP
Fragile X syndrome,problem,autism,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
Fragile X Syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,neurodevelopmental disorder,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,developmental disability,problem,PIP
Fragile X syndrome,problem,autism,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,intellectual disability,problem,PIP
Fragile X syndrome,problem,mental retardation,problem,PIP
fragile X syndrome,problem,disturbed genes,problem,PIP
fragile X syndrome,problem,disturbed genes,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
Fragile X Syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,autism,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,neurobehavioral function,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,autistic spectrum disorder,problem,PIP
fragile X syndrome,problem,ASD,problem,PIP
fragile X syndrome,problem,behavioral deficits,problem,PIP
fragile X syndrome,problem,disrupts regulation,problem,PIP
fragile X syndrome,problem,Attention deficit hyperactivity disorder,problem,PIP
Fragile X syndrome,problem,mental retardation,problem,PIP
Fragile X syndrome,problem,fragile X,problem,PIP
fragile X syndrome,problem,Autism,problem,PIP
fragile X syndrome,problem,autism,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
Fragile X syndrome,problem,neurodevelopmental disorder,problem,PIP
Fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,problem,problem,PIP
fragile X syndrome,problem,FXS,problem,PIP
fragile X syndrome,problem,disease,problem,PIP
fragile X syndrome,problem,mental retardation,problem,PIP
fragile X syndrome,problem,mental retardation,problem,PIP
fragile X syndrome,problem,mentally retarded,problem,PIP
Fragile X-associated tremor/ataxia syndrome,problem,FXTAS,problem,PIP
Fragile X-associated tremor/ataxia syndrome,problem,neurodegenerative disorder,problem,PIP
Fragile X-associated tremor/ataxia syndrome,problem,FXTAS,problem,PIP
Fragile X-associated tremor/ataxia syndrome,problem,neurodegenerative disorder,problem,PIP
fragile X-associated tremor/ataxia syndrome,problem,FXTAS,problem,PIP
fragile X-associated tremor/ataxia syndrome,problem,neurodegenerative disorder,problem,PIP
Fragile X-associated tremor/ataxia syndrome,problem,FXTAS,problem,PIP
Fragile X-associated tremor/ataxia syndrome,problem,neurodegenerative disorder,problem,PIP
fragile X-associated tremor/ataxia syndrome,problem,neurodegenerative disorder,problem,PIP
Fragile X-associated tremor/ataxia syndrome,problem,neurodegenerative disorder,problem,PIP
Fragile X-associated tremor/ataxia syndrome,problem,neurodegenerative disorder,problem,PIP
Fragile-X syndrome,problem,FXS,problem,PIP
Fragile-X syndrome,problem,FXS,problem,PIP
FRAX,problem,Disruption,problem,PIP
FRAX,problem,cognitive-behavioral impairments,problem,PIP
FRAX,problem,behavioral deficits,problem,PIP
FRAX,problem,genetic disorders,problem,PIP
FXS,problem,intellectual disability,problem,PIP
FXS,problem,dynamic mutations,problem,PIP
FXS,problem,cognitive function,problem,PIP
FXS,problem,behavioral outcomes,problem,PIP
FXS,problem,problem behaviors,problem,PIP
FXS,problem,aggression,problem,PIP
FXS,problem,self-injury,problem,PIP
FXS,problem,FXS,problem,PIP
FXS,problem,behavior,problem,PIP
FXS,problem,problem behaviors,problem,PIP
FXS,problem,problem behaviors,problem,PIP
FXS,problem,problem behaviors,problem,PIP
FXS,problem,FXS,problem,PIP
FXS,problem,cognition,problem,PIP
FXS,problem,FXS,problem,PIP
FXS,problem,anxiety,problem,PIP
FXS,problem,intellectually disabled,problem,PIP
FXS,problem,intellectually disabled,problem,PIP
FXS,problem,intellectual disability,problem,PIP
FXS,problem,autism spectrum disorder,problem,PIP
FXS,problem,ASD,problem,PIP
FXS,problem,developmental disability,problem,PIP
FXS,problem,intellectual disability,problem,PIP
FXS,problem,mental retardation,problem,PIP
FXS,problem,attention deficit hyperactivity disorder,problem,PIP
FXS,problem,ADHD,problem,PIP
FXS,problem,developmental disability,problem,PIP
FXS,problem,irritable behavior,problem,PIP
FXS,problem,aggression,problem,PIP
FXS,problem,self-injury,problem,PIP
FXS,problem,tantrums,problem,PIP
FXS,problem,X-linked condition,problem,PIP
FXS,problem,intellectual disability,problem,PIP
FXS,problem,behavioral problems,problem,PIP
FXS,problem,disorder,problem,PIP
FXS,problem,disabilities,problem,PIP
FXS,problem,cognitive deficits,problem,PIP
FXS,problem,autism,problem,PIP
FXS,problem,socio-emotional problems,problem,PIP
FXS,problem,mental retardation,problem,PIP
FXS,problem,methylation,treatment,PIP
FXS,problem,intellectual disability,problem,PIP
FXS,problem,autistic spectrum disorder,problem,PIP
FXS,problem,intellectual disability,problem,PIP
FXS,problem,intellectually impaired,problem,PIP
FXS,problem,intellectual disability,problem,PIP
FXS,problem,autism,problem,PIP
FXS,problem,neurodevelopmental disorder,problem,PIP
FXS,problem,developmental disability,problem,PIP
FXS,problem,autism,problem,PIP
FXS,problem,developmental disability,problem,PIP
FXS,problem,rCPS,problem,PIP
FXS,problem,intellectual disability,problem,PIP
FXS,problem,declines,problem,PIP
FXS,problem,declines,problem,PIP
FXS,problem,performance,test,PIP
FXS,problem,FXS,problem,PIP
FXS,problem,autism,problem,PIP
FXS,problem,imbalance,problem,PIP
FXS,problem,glutamate,problem,PIP
FXS,problem,GABA,problem,PIP
FXS,problem,ASD,problem,PIP
FXS,problem,ASD,problem,PIP
FXS,problem,ASD,problem,PIP
FXS,problem,ASD,problem,PIP
FXS,problem,ASD,problem,PIP
FXS,problem,disrupts regulation,problem,PIP
FXS,problem,neural defect,problem,PIP
FXS,problem,Attention deficit hyperactivity disorder,problem,PIP
FXS,problem,disabilities,problem,PIP
FXS,problem,Autism,problem,PIP
FXS,problem,autism,problem,PIP
FXS,problem,autism,problem,PIP
FXS,problem,deficits,problem,PIP
FXS,problem,problem,problem,PIP
FXS,problem,disease,problem,PIP
FXS,problem,mental retardation,problem,PIP
FXTAS,problem,neurodegenerative disorder,problem,PIP
FXTAS,problem,neurodegenerative disorder,problem,PIP
FXTAS,problem,neurodegenerative disorder,problem,PIP
FXTAS,problem,neurodegenerative disorder,problem,PIP
FXTAS,problem,thyroid problems,problem,PIP
FXTAS,problem,diabetes,problem,PIP
FXTAS,problem,neurodegenerative disorder,problem,PIP
FXTAS,problem,neurodegenerative disorder,problem,PIP
FXTAS,problem,neurodegenerative disorder,problem,PIP
FXTAS,problem,neurodegenerative disorder,problem,PIP
FXTAS,problem,diabetes,problem,PIP
FXTAS,problem,hypertension,problem,PIP
FXTAS,problem,thyroid problems,problem,PIP
FXTAS,problem,diabetes,problem,PIP
GABA metabolism,problem,FXTAS,problem,PIP
GABAA receptor,problem,fragile X syndrome,problem,PIP
GABAA receptor,problem,FXS,problem,PIP
GABAA receptor,problem,intellectual disability,problem,PIP
GABAA receptor,problem,fragile X,problem,PIP
GABAA receptor,problem,fragile X,problem,PIP
GABAA receptor,problem,fragile X,problem,PIP
GABAA receptor,problem,fragile X,problem,PIP
GABAA receptor,problem,fragile X syndrome,problem,PIP
GABAA receptors,problem,fragile X,problem,PIP
GABAA receptors,problem,fragile X,problem,PIP
global deficit,problem,Fragile-X,problem,PIP
global deficit,problem,Fragile-X,problem,PIP
Glutamatergic dysregulation,problem,fragile X syndrome,problem,PIP
Glutamatergic dysregulation,problem,FXS,problem,PIP
Glutamatergic dysregulation,problem,fragile X syndrome,problem,PIP
Glutamatergic dysregulation,problem,FXS,problem,PIP
Glutamatergic dysregulation,problem,fragile X syndrome,problem,PIP
Glutamatergic dysregulation,problem,FXS,problem,PIP
glutamatergic neurotransmission,treatment,pathogenesis,problem,PIP
glutamatergic neurotransmission,treatment,schizophrenia,problem,PIP
hallucinations,problem,adverse events,problem,PIP
hallucinations,problem,psychiatric disorders,problem,PIP
histone deacetylase,problem,HDAC,problem,PIP
histone deacetylase,problem,DNA demethylating agent,treatment,PIP
Hyperactive behavior,problem,Fragile X syndrome,problem,PIP
Hyperactive behavior,problem,FXS,problem,PIP
hyperactive behaviour,problem,FXS,problem,PIP
hyperactive-impulsive behavior,problem,ADHD,problem,PIP
hyperactivity,problem,problems,problem,PIP
hyperactivity,problem,fra(X),problem,PIP
hyperactivity,problem,fra(X),problem,PIP
hyperactivity,problem,FXS,problem,PIP
Hyperactivity,problem,problem,problem,PIP
Hyperactivity,problem,fragile X syndrome,problem,PIP
Hyperactivity,problem,FXS,problem,PIP
Hyperactivity,problem,disease,problem,PIP
Hyperactivity,problem,mental retardation,problem,PIP
hyperactivity,problem,fragile X,problem,PIP
hyperarousal,problem,FXS,problem,PIP
hyperkinesis,problem,FXS,problem,PIP
hypermethylation,problem,transcriptional silencing,problem,PIP
ID,problem,intellectually disabled,problem,PIP
ID,problem,dementia,problem,PIP
ID,problem,dementia,problem,PIP
ID,problem,dementia,problem,PIP
ID,problem,dementia,problem,PIP
ID,problem,dementia,problem,PIP
ID,problem,intellectually disabled,problem,PIP
impaired,problem,FMRP,problem,PIP
impairment,problem,Fragile X syndrome,problem,PIP
impairment,problem,FXS,problem,PIP
impairment,problem,deficiencies,problem,PIP
impairments,problem,abnormalities,problem,PIP
impairments,problem,autism,problem,PIP
impairments,problem,fragile X,problem,PIP
